run_accession	sample_accession	collection_date	fastq_ftp	country
SRR15275581	SAMN20446846	2020-08-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/081/SRR15275581/SRR15275581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/081/SRR15275581/SRR15275581_2.fastq.gz	Australia: Sydney
SRR15275594	SAMN20446835	2020-07-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/094/SRR15275594/SRR15275594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/094/SRR15275594/SRR15275594_2.fastq.gz	Australia: Sydney
SRR18006921	SAMN25884818	2021-12-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/021/SRR18006921/SRR18006921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/021/SRR18006921/SRR18006921_2.fastq.gz	Australia: NSW
SRR18006923	SAMN25884816	2022-01-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/023/SRR18006923/SRR18006923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR180/023/SRR18006923/SRR18006923_2.fastq.gz	Australia: NSW
SRR18250183	SAMN26492897	2021-05-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/083/SRR18250183/SRR18250183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/083/SRR18250183/SRR18250183_2.fastq.gz	Australia:Brisbane
SRR18250184	SAMN26492906	2021-05-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/084/SRR18250184/SRR18250184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/084/SRR18250184/SRR18250184_2.fastq.gz	Australia:Brisbane
SRR18250186	SAMN26492896	2021-05-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/086/SRR18250186/SRR18250186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/086/SRR18250186/SRR18250186_2.fastq.gz	Australia:Brisbane
SRR12528077	SAMN15916891	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/077/SRR12528077/SRR12528077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/077/SRR12528077/SRR12528077_2.fastq.gz	Australia: Victoria
SRR12528084	SAMN15916534	2020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/084/SRR12528084/SRR12528084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/084/SRR12528084/SRR12528084_2.fastq.gz	Australia: Victoria
SRR12528088	SAMN15916881	2020-07-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/088/SRR12528088/SRR12528088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/088/SRR12528088/SRR12528088_2.fastq.gz	Australia: Victoria
SRR12528095	SAMN15916533	2020-06-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/095/SRR12528095/SRR12528095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/095/SRR12528095/SRR12528095_2.fastq.gz	Australia: Victoria
SRR12528096	SAMN15916548	2020-06-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/096/SRR12528096/SRR12528096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/096/SRR12528096/SRR12528096_2.fastq.gz	Australia: Victoria
SRR12528097	SAMN15917024	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/097/SRR12528097/SRR12528097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/097/SRR12528097/SRR12528097_2.fastq.gz	Australia: Victoria
SRR12528110	SAMN15917012	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/010/SRR12528110/SRR12528110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/010/SRR12528110/SRR12528110_2.fastq.gz	Australia: Victoria
SRR12528114	SAMN15917008	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/014/SRR12528114/SRR12528114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/014/SRR12528114/SRR12528114_2.fastq.gz	Australia: Victoria
SRR12528119	SAMN15917004	2020-07-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/019/SRR12528119/SRR12528119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/019/SRR12528119/SRR12528119_2.fastq.gz	Australia: Victoria
SRR12528124	SAMN15917129	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/024/SRR12528124/SRR12528124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/024/SRR12528124/SRR12528124_2.fastq.gz	Australia: Victoria
SRR12528130	SAMN15917124	2020-07-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12528130/SRR12528130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12528130/SRR12528130_2.fastq.gz	Australia: Victoria
SRR12528148	SAMN15916740	2020-07-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/048/SRR12528148/SRR12528148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/048/SRR12528148/SRR12528148_2.fastq.gz	Australia: Victoria
SRR12528149	SAMN15916739	2020-07-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/049/SRR12528149/SRR12528149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/049/SRR12528149/SRR12528149_2.fastq.gz	Australia: Victoria
SRR12528150	SAMN15916738	2020-07-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/050/SRR12528150/SRR12528150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/050/SRR12528150/SRR12528150_2.fastq.gz	Australia: Victoria
SRR12528158	SAMN15916731	2020-07-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/058/SRR12528158/SRR12528158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/058/SRR12528158/SRR12528158_2.fastq.gz	Australia: Victoria
SRR12528164	SAMN15916725	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/064/SRR12528164/SRR12528164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/064/SRR12528164/SRR12528164_2.fastq.gz	Australia: Victoria
SRR12528165	SAMN15916518	2020-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/065/SRR12528165/SRR12528165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/065/SRR12528165/SRR12528165_2.fastq.gz	Australia: Victoria
SRR12528168	SAMN15916561	2020-06-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/068/SRR12528168/SRR12528168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/068/SRR12528168/SRR12528168_2.fastq.gz	Australia: Victoria
SRR12528169	SAMN15917154	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/069/SRR12528169/SRR12528169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/069/SRR12528169/SRR12528169_2.fastq.gz	Australia: Victoria
SRR12528177	SAMN15917146	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/077/SRR12528177/SRR12528177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/077/SRR12528177/SRR12528177_2.fastq.gz	Australia: Victoria
SRR12528193	SAMN15916522	2020-06-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12528193/SRR12528193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12528193/SRR12528193_2.fastq.gz	Australia: Victoria
SRR12528195	SAMN15916763	2020-07-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/095/SRR12528195/SRR12528195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/095/SRR12528195/SRR12528195_2.fastq.gz	Australia: Victoria
SRR12528214	SAMN15916745	2020-07-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/014/SRR12528214/SRR12528214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/014/SRR12528214/SRR12528214_2.fastq.gz	Australia: Victoria
SRR12528228	SAMN15916588	2020-06-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528228/SRR12528228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528228/SRR12528228_2.fastq.gz	Australia: Victoria
SRR12528230	SAMN15917423	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12528230/SRR12528230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12528230/SRR12528230_2.fastq.gz	Australia: Victoria
SRR12528235	SAMN15917418	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/035/SRR12528235/SRR12528235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/035/SRR12528235/SRR12528235_2.fastq.gz	Australia: Victoria
SRR12528251	SAMN15916625	2020-06-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/051/SRR12528251/SRR12528251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/051/SRR12528251/SRR12528251_2.fastq.gz	Australia: Victoria
SRR12528253	SAMN15916624	2020-06-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/053/SRR12528253/SRR12528253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/053/SRR12528253/SRR12528253_2.fastq.gz	Australia: Victoria
SRR12528266	SAMN15916654	2020-06-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/066/SRR12528266/SRR12528266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/066/SRR12528266/SRR12528266_2.fastq.gz	Australia: Victoria
SRR12528273	SAMN15916647	2020-06-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/073/SRR12528273/SRR12528273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/073/SRR12528273/SRR12528273_2.fastq.gz	Australia: Victoria
SRR12528279	SAMN15916642	2020-06-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/079/SRR12528279/SRR12528279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/079/SRR12528279/SRR12528279_2.fastq.gz	Australia: Victoria
SRR12528283	SAMN15916638	2020-06-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/083/SRR12528283/SRR12528283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/083/SRR12528283/SRR12528283_2.fastq.gz	Australia: Victoria
SRR12528286	SAMN15916830	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/086/SRR12528286/SRR12528286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/086/SRR12528286/SRR12528286_2.fastq.gz	Australia: Victoria
SRR12528291	SAMN15916825	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/091/SRR12528291/SRR12528291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/091/SRR12528291/SRR12528291_2.fastq.gz	Australia: Victoria
SRR12528299	SAMN15916818	2020-07-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/099/SRR12528299/SRR12528299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/099/SRR12528299/SRR12528299_2.fastq.gz	Australia: Victoria
SRR12528300	SAMN15916817	2020-07-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/000/SRR12528300/SRR12528300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/000/SRR12528300/SRR12528300_2.fastq.gz	Australia: Victoria
SRR12528303	SAMN15916527	2020-07-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/003/SRR12528303/SRR12528303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/003/SRR12528303/SRR12528303_2.fastq.gz	Australia: Victoria
SRR12528305	SAMN15916813	2020-07-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/005/SRR12528305/SRR12528305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/005/SRR12528305/SRR12528305_2.fastq.gz	Australia: Victoria
SRR12528323	SAMN15916992	2020-07-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/023/SRR12528323/SRR12528323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/023/SRR12528323/SRR12528323_2.fastq.gz	Australia: Victoria
SRR12528324	SAMN15916991	2020-07-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/024/SRR12528324/SRR12528324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/024/SRR12528324/SRR12528324_2.fastq.gz	Australia: Victoria
SRR12528347	SAMN15916503	2020-07-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/047/SRR12528347/SRR12528347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/047/SRR12528347/SRR12528347_2.fastq.gz	Australia: Victoria
SRR12528348	SAMN15917294	2020-07-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/048/SRR12528348/SRR12528348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/048/SRR12528348/SRR12528348_2.fastq.gz	Australia: Victoria
SRR12528350	SAMN15917292	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/050/SRR12528350/SRR12528350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/050/SRR12528350/SRR12528350_2.fastq.gz	Australia: Victoria
SRR12528354	SAMN15917288	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/054/SRR12528354/SRR12528354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/054/SRR12528354/SRR12528354_2.fastq.gz	Australia: Victoria
SRR12528359	SAMN15916678	2020-06-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/059/SRR12528359/SRR12528359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/059/SRR12528359/SRR12528359_2.fastq.gz	Australia: Victoria
SRR12528366	SAMN15916672	2020-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/066/SRR12528366/SRR12528366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/066/SRR12528366/SRR12528366_2.fastq.gz	Australia: Victoria
SRR12528370	SAMN15916668	2020-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/070/SRR12528370/SRR12528370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/070/SRR12528370/SRR12528370_2.fastq.gz	Australia: Victoria
SRR12528374	SAMN15916512	2020-07-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/074/SRR12528374/SRR12528374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/074/SRR12528374/SRR12528374_2.fastq.gz	Australia: Victoria
SRR12528378	SAMN15916661	2020-06-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/078/SRR12528378/SRR12528378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/078/SRR12528378/SRR12528378_2.fastq.gz	Australia: Victoria
SRR12528387	SAMN15917366	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/087/SRR12528387/SRR12528387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/087/SRR12528387/SRR12528387_2.fastq.gz	Australia: Victoria
SRR12528393	SAMN15917361	2020-07-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12528393/SRR12528393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12528393/SRR12528393_2.fastq.gz	Australia: Victoria
SRR12528401	SAMN15917354	2020-07-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/001/SRR12528401/SRR12528401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/001/SRR12528401/SRR12528401_2.fastq.gz	Australia: Victoria
SRR12528402	SAMN15917353	2020-07-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/002/SRR12528402/SRR12528402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/002/SRR12528402/SRR12528402_2.fastq.gz	Australia: Victoria
SRR12528403	SAMN15917352	2020-07-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/003/SRR12528403/SRR12528403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/003/SRR12528403/SRR12528403_2.fastq.gz	Australia: Victoria
SRR12528406	SAMN15917327	2020-07-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/006/SRR12528406/SRR12528406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/006/SRR12528406/SRR12528406_2.fastq.gz	Australia: Victoria
SRR12528410	SAMN15917324	2020-07-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/010/SRR12528410/SRR12528410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/010/SRR12528410/SRR12528410_2.fastq.gz	Australia: Victoria
SRR12528411	SAMN15917323	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/011/SRR12528411/SRR12528411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/011/SRR12528411/SRR12528411_2.fastq.gz	Australia: Victoria
SRR12528423	SAMN15917312	2020-07-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/023/SRR12528423/SRR12528423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/023/SRR12528423/SRR12528423_2.fastq.gz	Australia: Victoria
SRR12528425	SAMN15917310	2020-07-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/025/SRR12528425/SRR12528425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/025/SRR12528425/SRR12528425_2.fastq.gz	Australia: Victoria
SRR12528428	SAMN15917307	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528428/SRR12528428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528428/SRR12528428_2.fastq.gz	Australia: Victoria
SRR12528430	SAMN15917090	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12528430/SRR12528430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/030/SRR12528430/SRR12528430_2.fastq.gz	Australia: Victoria
SRR12528431	SAMN15917089	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/031/SRR12528431/SRR12528431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/031/SRR12528431/SRR12528431_2.fastq.gz	Australia: Victoria
SRR12528435	SAMN15917085	2020-07-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/035/SRR12528435/SRR12528435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/035/SRR12528435/SRR12528435_2.fastq.gz	Australia: Victoria
SRR12528439	SAMN15917082	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/039/SRR12528439/SRR12528439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/039/SRR12528439/SRR12528439_2.fastq.gz	Australia: Victoria
SRR12528443	SAMN15917078	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/043/SRR12528443/SRR12528443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/043/SRR12528443/SRR12528443_2.fastq.gz	Australia: Victoria
SRR12528444	SAMN15917077	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/044/SRR12528444/SRR12528444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/044/SRR12528444/SRR12528444_2.fastq.gz	Australia: Victoria
SRR12528445	SAMN15917076	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/045/SRR12528445/SRR12528445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/045/SRR12528445/SRR12528445_2.fastq.gz	Australia: Victoria
SRR12528458	SAMN15916696	2020-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/058/SRR12528458/SRR12528458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/058/SRR12528458/SRR12528458_2.fastq.gz	Australia: Victoria
SRR12528459	SAMN15916695	2020-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/059/SRR12528459/SRR12528459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/059/SRR12528459/SRR12528459_2.fastq.gz	Australia: Victoria
SRR12528461	SAMN15916497	2020-04-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/061/SRR12528461/SRR12528461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/061/SRR12528461/SRR12528461_2.fastq.gz	Australia: Victoria
SRR12528463	SAMN15916693	2020-07-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/063/SRR12528463/SRR12528463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/063/SRR12528463/SRR12528463_2.fastq.gz	Australia: Victoria
SRR12528467	SAMN15916689	2020-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/067/SRR12528467/SRR12528467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/067/SRR12528467/SRR12528467_2.fastq.gz	Australia: Victoria
SRR12528478	SAMN15917263	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/078/SRR12528478/SRR12528478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/078/SRR12528478/SRR12528478_2.fastq.gz	Australia: Victoria
SRR12528623	SAMN15917039	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/023/SRR12528623/SRR12528623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/023/SRR12528623/SRR12528623_2.fastq.gz	Australia: Victoria
SRR12528628	SAMN15916549	2020-06-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528628/SRR12528628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528628/SRR12528628_2.fastq.gz	Australia: Victoria
SRR12528631	SAMN15917032	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/031/SRR12528631/SRR12528631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/031/SRR12528631/SRR12528631_2.fastq.gz	Australia: Victoria
SRR12528638	SAMN15917025	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/038/SRR12528638/SRR12528638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/038/SRR12528638/SRR12528638_2.fastq.gz	Australia: Victoria
SRR12528639	SAMN15916960	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/039/SRR12528639/SRR12528639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/039/SRR12528639/SRR12528639_2.fastq.gz	Australia: Victoria
SRR12528644	SAMN15916955	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/044/SRR12528644/SRR12528644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/044/SRR12528644/SRR12528644_2.fastq.gz	Australia: Victoria
SRR12528673	SAMN15916973	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/073/SRR12528673/SRR12528673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/073/SRR12528673/SRR12528673_2.fastq.gz	Australia: Victoria
SRR12528675	SAMN15916971	2020-07-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/075/SRR12528675/SRR12528675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/075/SRR12528675/SRR12528675_2.fastq.gz	Australia: Victoria
SRR12528691	SAMN15916590	2020-06-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/091/SRR12528691/SRR12528691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/091/SRR12528691/SRR12528691_2.fastq.gz	Australia: Victoria
SRR12528692	SAMN15917443	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/092/SRR12528692/SRR12528692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/092/SRR12528692/SRR12528692_2.fastq.gz	Australia: Victoria
SRR12528693	SAMN15917442	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12528693/SRR12528693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/093/SRR12528693/SRR12528693_2.fastq.gz	Australia: Victoria
SRR12528725	SAMN15917218	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/025/SRR12528725/SRR12528725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/025/SRR12528725/SRR12528725_2.fastq.gz	Australia: Victoria
SRR12528727	SAMN15917216	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/027/SRR12528727/SRR12528727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/027/SRR12528727/SRR12528727_2.fastq.gz	Australia: Victoria
SRR12528728	SAMN15917215	2020-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528728/SRR12528728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/028/SRR12528728/SRR12528728_2.fastq.gz	Australia: Victoria
SRR12528729	SAMN15916567	2020-06-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/029/SRR12528729/SRR12528729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/029/SRR12528729/SRR12528729_2.fastq.gz	Australia: Victoria
SRR12528744	SAMN15917201	2020-07-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/044/SRR12528744/SRR12528744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/044/SRR12528744/SRR12528744_2.fastq.gz	Australia: Victoria
SRR12528757	SAMN15917190	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/057/SRR12528757/SRR12528757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/057/SRR12528757/SRR12528757_2.fastq.gz	Australia: Victoria
SRR12528758	SAMN15917189	2020-07-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/058/SRR12528758/SRR12528758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/058/SRR12528758/SRR12528758_2.fastq.gz	Australia: Victoria
SRR12528774	SAMN15916836	2020-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/074/SRR12528774/SRR12528774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/074/SRR12528774/SRR12528774_2.fastq.gz	Australia: Victoria
