run_accession	sample_accession	collection_date	fastq_ftp	country
SRR12751592	SAMN16321842	2020-07-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/092/SRR12751592/SRR12751592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/092/SRR12751592/SRR12751592_2.fastq.gz	Australia: Victoria
SRR12751595	SAMN16321839	2020-07-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/095/SRR12751595/SRR12751595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/095/SRR12751595/SRR12751595_2.fastq.gz	Australia: Victoria
SRR12751600	SAMN16321359	2020-04-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR12751600/SRR12751600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR12751600/SRR12751600_2.fastq.gz	Australia: Victoria
SRR12751601	SAMN16321358	2020-04-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/001/SRR12751601/SRR12751601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/001/SRR12751601/SRR12751601_2.fastq.gz	Australia: Victoria
SRR12751604	SAMN16321356	2020-04-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/004/SRR12751604/SRR12751604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/004/SRR12751604/SRR12751604_2.fastq.gz	Australia: Victoria
SRR12751605	SAMN16321355	2020-04-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/005/SRR12751605/SRR12751605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/005/SRR12751605/SRR12751605_2.fastq.gz	Australia: Victoria
SRR12751606	SAMN16321354	2020-04-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/006/SRR12751606/SRR12751606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/006/SRR12751606/SRR12751606_2.fastq.gz	Australia: Victoria
SRR12751610	SAMN16321350	2020-04-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/010/SRR12751610/SRR12751610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/010/SRR12751610/SRR12751610_2.fastq.gz	Australia: Victoria
SRR12751613	SAMN16321114	2020-09-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/013/SRR12751613/SRR12751613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/013/SRR12751613/SRR12751613_2.fastq.gz	Australia: Victoria
SRR12751614	SAMN16321347	2020-03-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/014/SRR12751614/SRR12751614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/014/SRR12751614/SRR12751614_2.fastq.gz	Australia: Victoria
SRR12751615	SAMN16321346	2020-03-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/015/SRR12751615/SRR12751615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/015/SRR12751615/SRR12751615_2.fastq.gz	Australia: Victoria
SRR12751616	SAMN16321345	2020-03-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/016/SRR12751616/SRR12751616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/016/SRR12751616/SRR12751616_2.fastq.gz	Australia: Victoria
SRR12751618	SAMN16321343	2020-09-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/018/SRR12751618/SRR12751618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/018/SRR12751618/SRR12751618_2.fastq.gz	Australia: Victoria
SRR12751619	SAMN16321342	2020-09-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/019/SRR12751619/SRR12751619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/019/SRR12751619/SRR12751619_2.fastq.gz	Australia: Victoria
SRR12751627	SAMN16321832	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/027/SRR12751627/SRR12751627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/027/SRR12751627/SRR12751627_2.fastq.gz	Australia: Victoria
SRR12751628	SAMN16321831	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/028/SRR12751628/SRR12751628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/028/SRR12751628/SRR12751628_2.fastq.gz	Australia: Victoria
SRR12751630	SAMN16321829	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/030/SRR12751630/SRR12751630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/030/SRR12751630/SRR12751630_2.fastq.gz	Australia: Victoria
SRR12751635	SAMN16321825	2020-07-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12751635/SRR12751635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12751635/SRR12751635_2.fastq.gz	Australia: Victoria
SRR12751636	SAMN16321824	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/036/SRR12751636/SRR12751636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/036/SRR12751636/SRR12751636_2.fastq.gz	Australia: Victoria
SRR12751641	SAMN16321819	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/041/SRR12751641/SRR12751641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/041/SRR12751641/SRR12751641_2.fastq.gz	Australia: Victoria
SRR12751643	SAMN16321161	2020-09-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/043/SRR12751643/SRR12751643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/043/SRR12751643/SRR12751643_2.fastq.gz	Australia: Victoria
SRR12751644	SAMN16321817	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/044/SRR12751644/SRR12751644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/044/SRR12751644/SRR12751644_2.fastq.gz	Australia: Victoria
SRR12751649	SAMN16321337	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/049/SRR12751649/SRR12751649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/049/SRR12751649/SRR12751649_2.fastq.gz	Australia: Victoria
SRR12751650	SAMN16321336	2020-09-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/050/SRR12751650/SRR12751650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/050/SRR12751650/SRR12751650_2.fastq.gz	Australia: Victoria
SRR12751655	SAMN16321331	2020-09-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/055/SRR12751655/SRR12751655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/055/SRR12751655/SRR12751655_2.fastq.gz	Australia: Victoria
SRR12751656	SAMN16321330	2020-09-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/056/SRR12751656/SRR12751656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/056/SRR12751656/SRR12751656_2.fastq.gz	Australia: Victoria
SRR12751660	SAMN16321327	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/060/SRR12751660/SRR12751660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/060/SRR12751660/SRR12751660_2.fastq.gz	Australia: Victoria
SRR12751663	SAMN16321324	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/063/SRR12751663/SRR12751663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/063/SRR12751663/SRR12751663_2.fastq.gz	Australia: Victoria
SRR12751665	SAMN16321322	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/065/SRR12751665/SRR12751665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/065/SRR12751665/SRR12751665_2.fastq.gz	Australia: Victoria
SRR12751667	SAMN16321320	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/067/SRR12751667/SRR12751667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/067/SRR12751667/SRR12751667_2.fastq.gz	Australia: Victoria
SRR12751668	SAMN16321319	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/068/SRR12751668/SRR12751668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/068/SRR12751668/SRR12751668_2.fastq.gz	Australia: Victoria
SRR12751670	SAMN16321815	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/070/SRR12751670/SRR12751670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/070/SRR12751670/SRR12751670_2.fastq.gz	Australia: Victoria
SRR12751671	SAMN16321814	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/071/SRR12751671/SRR12751671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/071/SRR12751671/SRR12751671_2.fastq.gz	Australia: Victoria
SRR12751672	SAMN16321813	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/072/SRR12751672/SRR12751672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/072/SRR12751672/SRR12751672_2.fastq.gz	Australia: Victoria
SRR12751673	SAMN16321812	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/073/SRR12751673/SRR12751673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/073/SRR12751673/SRR12751673_2.fastq.gz	Australia: Victoria
SRR12751675	SAMN16321810	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/075/SRR12751675/SRR12751675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/075/SRR12751675/SRR12751675_2.fastq.gz	Australia: Victoria
SRR12751677	SAMN16321808	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/077/SRR12751677/SRR12751677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/077/SRR12751677/SRR12751677_2.fastq.gz	Australia: Victoria
SRR12751678	SAMN16321160	2020-09-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12751678/SRR12751678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12751678/SRR12751678_2.fastq.gz	Australia: Victoria
SRR12751679	SAMN16321807	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/079/SRR12751679/SRR12751679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/079/SRR12751679/SRR12751679_2.fastq.gz	Australia: Victoria
SRR12751681	SAMN16321805	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/081/SRR12751681/SRR12751681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/081/SRR12751681/SRR12751681_2.fastq.gz	Australia: Victoria
SRR12751682	SAMN16321804	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/082/SRR12751682/SRR12751682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/082/SRR12751682/SRR12751682_2.fastq.gz	Australia: Victoria
SRR12751684	SAMN16321802	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/084/SRR12751684/SRR12751684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/084/SRR12751684/SRR12751684_2.fastq.gz	Australia: Victoria
SRR12751685	SAMN16321801	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/085/SRR12751685/SRR12751685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/085/SRR12751685/SRR12751685_2.fastq.gz	Australia: Victoria
SRR12751686	SAMN16321800	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/086/SRR12751686/SRR12751686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/086/SRR12751686/SRR12751686_2.fastq.gz	Australia: Victoria
SRR12751688	SAMN16321798	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/088/SRR12751688/SRR12751688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/088/SRR12751688/SRR12751688_2.fastq.gz	Australia: Victoria
SRR12751689	SAMN16321159	2020-09-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/089/SRR12751689/SRR12751689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/089/SRR12751689/SRR12751689_2.fastq.gz	Australia: Victoria
SRR12751690	SAMN16321797	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/090/SRR12751690/SRR12751690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/090/SRR12751690/SRR12751690_2.fastq.gz	Australia: Victoria
SRR12751691	SAMN16321796	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/091/SRR12751691/SRR12751691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/091/SRR12751691/SRR12751691_2.fastq.gz	Australia: Victoria
SRR12751692	SAMN16321795	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/092/SRR12751692/SRR12751692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/092/SRR12751692/SRR12751692_2.fastq.gz	Australia: Victoria
SRR12751696	SAMN16321316	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12751696/SRR12751696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12751696/SRR12751696_2.fastq.gz	Australia: Victoria
SRR12751699	SAMN16321313	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/099/SRR12751699/SRR12751699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/099/SRR12751699/SRR12751699_2.fastq.gz	Australia: Victoria
SRR12751701	SAMN16321311	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/001/SRR12751701/SRR12751701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/001/SRR12751701/SRR12751701_2.fastq.gz	Australia: Victoria
SRR12751703	SAMN16321309	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/003/SRR12751703/SRR12751703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/003/SRR12751703/SRR12751703_2.fastq.gz	Australia: Victoria
SRR12751704	SAMN16321308	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/004/SRR12751704/SRR12751704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/004/SRR12751704/SRR12751704_2.fastq.gz	Australia: Victoria
SRR12751706	SAMN16321307	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/006/SRR12751706/SRR12751706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/006/SRR12751706/SRR12751706_2.fastq.gz	Australia: Victoria
SRR12751709	SAMN16321304	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/009/SRR12751709/SRR12751709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/009/SRR12751709/SRR12751709_2.fastq.gz	Australia: Victoria
SRR12751711	SAMN16321302	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/011/SRR12751711/SRR12751711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/011/SRR12751711/SRR12751711_2.fastq.gz	Australia: Victoria
SRR12751715	SAMN16321298	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/015/SRR12751715/SRR12751715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/015/SRR12751715/SRR12751715_2.fastq.gz	Australia: Victoria
SRR12751719	SAMN16321792	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/019/SRR12751719/SRR12751719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/019/SRR12751719/SRR12751719_2.fastq.gz	Australia: Victoria
SRR12751721	SAMN16321790	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/021/SRR12751721/SRR12751721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/021/SRR12751721/SRR12751721_2.fastq.gz	Australia: Victoria
SRR12751722	SAMN16321789	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/022/SRR12751722/SRR12751722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/022/SRR12751722/SRR12751722_2.fastq.gz	Australia: Victoria
SRR12751723	SAMN16321788	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/023/SRR12751723/SRR12751723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/023/SRR12751723/SRR12751723_2.fastq.gz	Australia: Victoria
SRR12751724	SAMN16321158	2020-09-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/024/SRR12751724/SRR12751724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/024/SRR12751724/SRR12751724_2.fastq.gz	Australia: Victoria
SRR12751725	SAMN16321095	2020-08-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/025/SRR12751725/SRR12751725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/025/SRR12751725/SRR12751725_2.fastq.gz	Australia: Victoria
SRR12751726	SAMN16321787	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/026/SRR12751726/SRR12751726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/026/SRR12751726/SRR12751726_2.fastq.gz	Australia: Victoria
SRR12751728	SAMN16321785	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/028/SRR12751728/SRR12751728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/028/SRR12751728/SRR12751728_2.fastq.gz	Australia: Victoria
SRR12751732	SAMN16321781	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/032/SRR12751732/SRR12751732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/032/SRR12751732/SRR12751732_2.fastq.gz	Australia: Victoria
SRR12751735	SAMN16321778	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12751735/SRR12751735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/035/SRR12751735/SRR12751735_2.fastq.gz	Australia: Victoria
SRR12751736	SAMN16321157	2020-09-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/036/SRR12751736/SRR12751736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/036/SRR12751736/SRR12751736_2.fastq.gz	Australia: Victoria
SRR12751737	SAMN16321777	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/037/SRR12751737/SRR12751737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/037/SRR12751737/SRR12751737_2.fastq.gz	Australia: Victoria
SRR12751738	SAMN16321776	2020-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/038/SRR12751738/SRR12751738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/038/SRR12751738/SRR12751738_2.fastq.gz	Australia: Victoria
SRR12751740	SAMN16321774	2020-07-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/040/SRR12751740/SRR12751740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/040/SRR12751740/SRR12751740_2.fastq.gz	Australia: Victoria
SRR12751742	SAMN16321296	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/042/SRR12751742/SRR12751742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/042/SRR12751742/SRR12751742_2.fastq.gz	Australia: Victoria
SRR12751746	SAMN16321292	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/046/SRR12751746/SRR12751746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/046/SRR12751746/SRR12751746_2.fastq.gz	Australia: Victoria
SRR12751748	SAMN16321290	2020-09-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/048/SRR12751748/SRR12751748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/048/SRR12751748/SRR12751748_2.fastq.gz	Australia: Victoria
SRR12751756	SAMN16321284	2020-09-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/056/SRR12751756/SRR12751756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/056/SRR12751756/SRR12751756_2.fastq.gz	Australia: Victoria
SRR12751757	SAMN16321283	2020-08-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/057/SRR12751757/SRR12751757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/057/SRR12751757/SRR12751757_2.fastq.gz	Australia: Victoria
SRR12751759	SAMN16321281	2020-08-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/059/SRR12751759/SRR12751759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/059/SRR12751759/SRR12751759_2.fastq.gz	Australia: Victoria
SRR12751761	SAMN16321279	2020-08-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/061/SRR12751761/SRR12751761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/061/SRR12751761/SRR12751761_2.fastq.gz	Australia: Victoria
SRR12751763	SAMN16321107	2020-09-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/063/SRR12751763/SRR12751763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/063/SRR12751763/SRR12751763_2.fastq.gz	Australia: Victoria
SRR12751772	SAMN16322466	2020-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/072/SRR12751772/SRR12751772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/072/SRR12751772/SRR12751772_2.fastq.gz	Australia: Victoria
SRR12751775	SAMN16323003	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/075/SRR12751775/SRR12751775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/075/SRR12751775/SRR12751775_2.fastq.gz	Australia: Victoria
SRR12751776	SAMN16323002	2020-07-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/076/SRR12751776/SRR12751776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/076/SRR12751776/SRR12751776_2.fastq.gz	Australia: Victoria
SRR12751777	SAMN16323001	2020-08-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/077/SRR12751777/SRR12751777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/077/SRR12751777/SRR12751777_2.fastq.gz	Australia: Victoria
SRR12751778	SAMN16323000	2020-08-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12751778/SRR12751778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/078/SRR12751778/SRR12751778_2.fastq.gz	Australia: Victoria
SRR12751779	SAMN16322999	2020-08-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/079/SRR12751779/SRR12751779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/079/SRR12751779/SRR12751779_2.fastq.gz	Australia: Victoria
SRR12751783	SAMN16322996	2020-07-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/083/SRR12751783/SRR12751783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/083/SRR12751783/SRR12751783_2.fastq.gz	Australia: Victoria
SRR12751786	SAMN16322993	2020-08-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/086/SRR12751786/SRR12751786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/086/SRR12751786/SRR12751786_2.fastq.gz	Australia: Victoria
SRR12751787	SAMN16322992	2020-08-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/087/SRR12751787/SRR12751787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/087/SRR12751787/SRR12751787_2.fastq.gz	Australia: Victoria
SRR12751788	SAMN16322991	2020-08-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/088/SRR12751788/SRR12751788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/088/SRR12751788/SRR12751788_2.fastq.gz	Australia: Victoria
SRR12751790	SAMN16322989	2020-08-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/090/SRR12751790/SRR12751790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/090/SRR12751790/SRR12751790_2.fastq.gz	Australia: Victoria
SRR12751791	SAMN16322251	2020-07-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/091/SRR12751791/SRR12751791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/091/SRR12751791/SRR12751791_2.fastq.gz	Australia: Victoria
SRR12751795	SAMN16322985	2020-08-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/095/SRR12751795/SRR12751795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/095/SRR12751795/SRR12751795_2.fastq.gz	Australia: Victoria
SRR12751796	SAMN16322984	2020-08-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12751796/SRR12751796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/096/SRR12751796/SRR12751796_2.fastq.gz	Australia: Victoria
SRR12751798	SAMN16322464	2020-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/098/SRR12751798/SRR12751798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/098/SRR12751798/SRR12751798_2.fastq.gz	Australia: Victoria
SRR12751799	SAMN16322463	2020-07-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/099/SRR12751799/SRR12751799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/099/SRR12751799/SRR12751799_2.fastq.gz	Australia: Victoria
SRR12751800	SAMN16322462	2020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR12751800/SRR12751800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/000/SRR12751800/SRR12751800_2.fastq.gz	Australia: Victoria
SRR12751802	SAMN16322460	2020-07-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/002/SRR12751802/SRR12751802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/002/SRR12751802/SRR12751802_2.fastq.gz	Australia: Victoria
SRR12751804	SAMN16322198	2020-07-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/004/SRR12751804/SRR12751804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/004/SRR12751804/SRR12751804_2.fastq.gz	Australia: Victoria
